ids,target,mu,v,alpha,beta,var,SD,error
4632.0,-56.305328369140625,-56.26078414916992,3.287424325942993,9.877623558044434,0.17485463619232178,0.07740381360054016,0.2782154086324842,-0.044544219970703125
19428.0,-38.97856903076172,-39.15328598022461,2.2407941818237305,7.864225387573242,0.0985415056347847,0.0800410658121109,0.2829152979464188,0.17471694946289062
17601.0,-41.193580627441406,-41.345664978027344,2.330679416656494,8.358169555664062,0.07556159794330597,0.06637803465127945,0.25763934996673055,0.1520843505859375
14968.0,-41.85594940185547,-41.9125862121582,2.3497138023376465,8.5008544921875,0.06911477446556091,0.06262137740850449,0.250242637071512,0.056636810302734375
18644.0,-40.99079895019531,-41.0912971496582,2.3198225498199463,8.305253028869629,0.07749583572149277,0.06762295961380005,0.2600441493550663,0.10049819946289062
19679.0,-39.998268127441406,-39.99700164794922,2.27109432220459,8.047063827514648,0.08938314020633698,0.07473191618919373,0.27337138875382283,-0.0012664794921875
17698.0,-40.825469970703125,-40.811798095703125,2.308743715286255,8.21446704864502,0.08274759352207184,0.07048354297876358,0.26548736877441753,-0.013671875
14900.0,-40.74808883666992,-40.83990478515625,2.3050343990325928,8.24987506866455,0.07917239516973495,0.06883081793785095,0.26235628053822335,0.09181594848632812
978.0,-55.72050094604492,-55.81795120239258,3.2701780796051025,9.784859657287598,0.18332582712173462,0.07988379895687103,0.28263722146396614,0.09745025634765625
4346.0,-55.59492874145508,-55.611637115478516,3.256375312805176,9.761544227600098,0.18182507157325745,0.0798305869102478,0.2825430708940635,0.0167083740234375
4490.0,-54.80065155029297,-54.819278717041016,3.2129955291748047,9.639420509338379,0.18460780382156372,0.08155069500207901,0.2855708230931147,0.018627166748046875
7366.0,-51.95695114135742,-51.87014389038086,2.9728665351867676,9.440410614013672,0.13115288317203522,0.0722968578338623,0.26888075021068786,-0.0868072509765625
15568.0,-40.2169303894043,-40.29648208618164,2.2932138442993164,8.085298538208008,0.08987272530794144,0.0743725374341011,0.27271328796760363,0.07955169677734375
11267.0,-44.83443832397461,-44.79680633544922,2.527623414993286,8.698772430419922,0.09142816066741943,0.06854457408189774,0.26181018712398824,-0.037631988525390625
11871.0,-46.52988052368164,-46.44772720336914,2.6177937984466553,8.892672538757324,0.09524961560964584,0.06789720058441162,0.2605709127750287,-0.0821533203125
12149.0,-46.881351470947266,-46.91624069213867,2.6349947452545166,9.03433895111084,0.0857759416103363,0.06365284323692322,0.2522951510372786,0.03488922119140625
10882.0,-45.437198638916016,-45.355655670166016,2.5694096088409424,8.685094833374023,0.10317733138799667,0.07228544354438782,0.2688595238119487,-0.08154296875
3944.0,-55.92374038696289,-55.70479202270508,3.2575576305389404,9.792654991149902,0.1766187846660614,0.07852580398321152,0.2802245599215235,-0.2189483642578125
14144.0,-46.71234130859375,-46.67094039916992,2.629495620727539,8.928674697875977,0.09464143216609955,0.06737583130598068,0.25956854837591686,-0.041400909423828125
6417.0,-49.8202018737793,-49.781490325927734,2.8950419425964355,8.989282608032227,0.1673559993505478,0.08506272733211517,0.2916551513896423,-0.0387115478515625
15571.0,-41.23963928222656,-41.27549362182617,2.3262128829956055,8.335317611694336,0.07657169550657272,0.06698845326900482,0.25882127669302,0.035854339599609375
12872.0,-46.1798095703125,-46.07699203491211,2.610887289047241,8.77717399597168,0.10434907674789429,0.07168682664632797,0.26774395725455313,-0.10281753540039062
10738.0,-45.022090911865234,-44.986122131347656,2.558821201324463,8.576253890991211,0.11175409704446793,0.07592494785785675,0.2755448200526672,-0.035968780517578125
16996.0,-40.20233154296875,-40.27219772338867,2.2904231548309326,8.060962677001953,0.09258733689785004,0.07566342502832413,0.2750698548156888,0.06986618041992188
1814.0,-56.29793930053711,-56.090431213378906,3.280568838119507,9.844334602355957,0.17776349186897278,0.07827338576316833,0.2797738117893959,-0.20750808715820312
97.0,-56.440608978271484,-56.33021926879883,3.292111396789551,9.885467529296875,0.17551808059215546,0.07746107876300812,0.2783183047573553,-0.11038970947265625
7869.0,-52.26049041748047,-52.2462158203125,2.9900379180908203,9.493949890136719,0.13065193593502045,0.07172403484582901,0.26781343290774084,-0.01427459716796875
5758.0,-49.324928283691406,-49.46255874633789,2.8735270500183105,8.960678100585938,0.16358599066734314,0.0845649465918541,0.2908005271519536,0.13763046264648438
8978.0,-51.74557113647461,-51.69294738769531,2.9714179039001465,9.36927318572998,0.1408490389585495,0.07525774836540222,0.2743314571196716,-0.052623748779296875
10917.0,-46.75542068481445,-46.72227096557617,2.627436637878418,9.001847267150879,0.08667795360088348,0.06420857459306717,0.2533941092311879,-0.03314971923828125
847.0,-56.1749382019043,-56.15725326538086,3.2827279567718506,9.855703353881836,0.17695732414722443,0.078019879758358,0.27932038908457435,-0.0176849365234375
2546.0,-53.87871170043945,-53.94689178466797,3.1662466526031494,9.506546020507812,0.18796846270561218,0.08353981375694275,0.2890325479196811,0.06818008422851562
8556.0,-48.77225875854492,-48.89097213745117,2.8561553955078125,8.823448181152344,0.17785310745239258,0.08921558409929276,0.29868977903385435,0.11871337890625
8420.0,-49.53865051269531,-49.78152084350586,2.892977714538574,8.997177124023438,0.16531939804553986,0.08453197777271271,0.2907438353133437,0.24287033081054688
11496.0,-44.3514289855957,-44.3834342956543,2.5293121337890625,8.452596664428711,0.11780931800603867,0.07905599474906921,0.2811689789949617,0.03200531005859375
187.0,-55.37636947631836,-55.398441314697266,3.247478485107422,9.720376014709473,0.18496504426002502,0.08081725239753723,0.28428375331266686,0.02207183837890625
17296.0,-41.14619064331055,-41.045021057128906,2.3192224502563477,8.258082389831543,0.0813559740781784,0.06952045112848282,0.26366731145229744,-0.10116958618164062
15622.0,-39.061729431152344,-39.105140686035156,2.2431633472442627,7.821224689483643,0.10325248539447784,0.08214642107486725,0.28661196952476925,0.0434112548828125
18574.0,-39.87232971191406,-39.88623809814453,2.2655837535858154,8.052446365356445,0.08686376363039017,0.07373256981372833,0.27153741880950466,0.01390838623046875
12770.0,-42.960289001464844,-42.974063873291016,2.471358299255371,8.203462600708008,0.12863649427890778,0.08500482887029648,0.2915558760688875,0.013774871826171875
113.0,-54.48714065551758,-54.49508285522461,3.206789493560791,9.552079200744629,0.19729027152061462,0.08481677621603012,0.2912331990279098,0.00794219970703125
8520.0,-49.20246124267578,-49.22134780883789,2.865710496902466,8.896514892578125,0.17068840563297272,0.08684965968132019,0.29470266317310434,0.018886566162109375
9612.0,-50.415199279785156,-50.35361099243164,2.9204938411712646,9.083196640014648,0.16362425684928894,0.08325380831956863,0.28853736035315886,-0.061588287353515625
16839.0,-41.348201751708984,-41.44990158081055,2.329145908355713,8.406865119934082,0.07194193452596664,0.0645766481757164,0.25411935812864866,0.1016998291015625
13784.0,-44.43381881713867,-44.4668083190918,2.5093371868133545,8.600130081176758,0.09835342317819595,0.07181327044963837,0.26797998143450635,0.032989501953125
18488.0,-39.699790954589844,-39.56113052368164,2.253488540649414,7.922720432281494,0.09776571393013,0.07916390895843506,0.2813608163167627,-0.13866043090820312
5443.0,-50.30084991455078,-50.38322830200195,2.908379554748535,9.15723705291748,0.14717788994312286,0.07876335084438324,0.28064809075492253,0.08237838745117188
9416.0,-50.41497039794922,-50.59743118286133,2.9264075756073,9.153891563415527,0.15508770942687988,0.08061926066875458,0.2839353107113565,0.18246078491210938
7749.0,-50.840030670166016,-50.901058197021484,2.9375483989715576,9.208666801452637,0.1515488475561142,0.07927705347537994,0.2815618111097099,0.06102752685546875
1405.0,-56.4922981262207,-56.44912338256836,3.2923529148101807,9.92620849609375,0.16885797679424286,0.07580085098743439,0.2753195434171617,-0.04317474365234375
19071.0,-39.795719146728516,-39.88205337524414,2.26413893699646,8.06815242767334,0.08523169904947281,0.07297869026660919,0.2701456834128748,0.086334228515625
13353.0,-45.99782180786133,-45.888267517089844,2.5904433727264404,8.808428764343262,0.09639160335063934,0.06903204321861267,0.2627394968759221,-0.10955429077148438
9493.0,-50.464298248291016,-50.473995208740234,2.9095518589019775,9.167496681213379,0.14733746647834778,0.0787406638264656,0.28060766886609784,0.00969696044921875
1407.0,-53.374820709228516,-53.39969253540039,3.1500115394592285,9.371366500854492,0.2048608660697937,0.08814045041799545,0.2968845742338181,0.024871826171875
15646.0,-40.12596130371094,-40.08869552612305,2.2757456302642822,8.069438934326172,0.08833527565002441,0.07409907132387161,0.27221144598247815,-0.037265777587890625
17098.0,-38.068668365478516,-38.12126541137695,2.1882879734039307,7.719271659851074,0.09871875494718552,0.08193821460008621,0.2862485189482842,0.0525970458984375
9795.0,-49.388370513916016,-49.19529342651367,2.8580148220062256,8.90871524810791,0.16639120876789093,0.08579855412244797,0.2929139022348512,-0.19307708740234375
6057.0,-47.56816864013672,-47.4036865234375,2.7801122665405273,8.5936861038208,0.18450233340263367,0.09348532557487488,0.3057537008359423,-0.16448211669921875
15546.0,-40.726409912109375,-40.61299514770508,2.298842668533325,8.171323776245117,0.08441384136676788,0.07155706733465195,0.2675015277239589,-0.11341476440429688
4918.0,-51.310638427734375,-51.19724655151367,2.9541983604431152,9.245521545410156,0.15268196165561676,0.07917078584432602,0.2813730368111451,-0.11339187622070312
4486.0,-54.20808029174805,-54.24241256713867,3.190216541290283,9.528050422668457,0.19345641136169434,0.08432505279779434,0.29038776282377043,0.034332275390625
11711.0,-45.92982864379883,-45.936283111572266,2.59460711479187,8.807729721069336,0.0972190871834755,0.06927516311407089,0.26320175363031095,0.0064544677734375
19268.0,-38.167728424072266,-38.144893646240234,2.193160057067871,7.624153137207031,0.11206065118312836,0.08782663196325302,0.2963555836545906,-0.02283477783203125
18126.0,-42.18157958984375,-42.14584732055664,2.364924907684326,8.53599739074707,0.06871030479669571,0.062091466039419174,0.24918159249715693,-0.035732269287109375
11255.0,-46.605220794677734,-46.64142990112305,2.63154935836792,8.926956176757812,0.09460282325744629,0.0673430934548378,0.2595054786605435,0.0362091064453125
1804.0,-56.961429595947266,-56.925819396972656,3.313736915588379,10.019641876220703,0.16290870308876038,0.07382755726575851,0.27171226925878506,-0.035610198974609375
10203.0,-44.70243835449219,-44.60465621948242,2.5458734035491943,8.476613998413086,0.11919093877077103,0.07913174480199814,0.28130365230831633,-0.09778213500976562
2979.0,-53.67512893676758,-53.586524963378906,3.1603569984436035,9.408785820007324,0.2022133767604828,0.0872308760881424,0.29534873639164666,-0.08860397338867188
4337.0,-55.286170959472656,-55.47563171386719,3.252322196960449,9.728935241699219,0.18570855259895325,0.08087951689958572,0.2843932434140898,0.18946075439453125
13545.0,-46.047630310058594,-46.039859771728516,2.608145236968994,8.78586196899414,0.10228987038135529,0.07097364217042923,0.2664087877124725,-0.007770538330078125
8366.0,-50.614349365234375,-50.71352005004883,2.9318902492523193,9.17745304107666,0.15333451330661774,0.07997183501720428,0.28279291896581193,0.09917068481445312
16132.0,-40.957210540771484,-41.12654495239258,2.3176465034484863,8.316757202148438,0.07657887786626816,0.06720035523176193,0.25923031310354494,0.16933441162109375
6729.0,-48.7482795715332,-48.76571273803711,2.8409998416900635,8.835515022277832,0.17001500725746155,0.08739251643419266,0.2956222529414737,0.01743316650390625
4387.0,-57.05826187133789,-56.92136001586914,3.313671350479126,10.012711524963379,0.16407901048660278,0.07412147521972656,0.2722525945142242,-0.13690185546875
10536.0,-46.35538864135742,-46.425743103027344,2.6167633533477783,8.92442512512207,0.09122197329998016,0.06632596999406815,0.25753828840401216,0.07035446166992188
868.0,-55.6113395690918,-55.54745101928711,3.2541024684906006,9.747074127197266,0.18326658010482788,0.08024068176746368,0.2832678622213676,-0.0638885498046875
2250.0,-55.23500061035156,-55.252811431884766,3.2394607067108154,9.694430351257324,0.1865433156490326,0.0813828557729721,0.2852768055292475,0.017810821533203125
14450.0,-45.345008850097656,-45.41527557373047,2.5803284645080566,8.668731689453125,0.10722392797470093,0.07361165434122086,0.271314677710626,0.0702667236328125
18112.0,-40.52613067626953,-40.63795852661133,2.298159122467041,8.207420349121094,0.08105053007602692,0.06995164602994919,0.26448373490623045,0.11182785034179688
19606.0,-39.5814094543457,-39.62380599975586,2.263477087020874,7.8939337730407715,0.10290074348449707,0.08120591193437576,0.28496651019791036,0.04239654541015625
18017.0,-42.707889556884766,-42.70305633544922,2.385205030441284,8.676286697387695,0.06329359114170074,0.05879513919353485,0.24247709003849177,-0.004833221435546875
10034.0,-44.26580810546875,-44.28791427612305,2.5239033699035645,8.453691482543945,0.11676176637411118,0.07878223061561584,0.2806817247624359,0.022106170654296875
10638.0,-45.71350860595703,-45.695709228515625,2.5888547897338867,8.739449501037598,0.10251230001449585,0.07152850180864334,0.26744812919264055,-0.01779937744140625
7573.0,-49.95310974121094,-50.01102828979492,2.904952049255371,9.037456512451172,0.16368812322616577,0.08372975140810013,0.2893609362165186,0.057918548583984375
17229.0,-40.211181640625,-40.23931121826172,2.287048816680908,8.065740585327148,0.09118606150150299,0.07511863112449646,0.2740777829823068,0.02812957763671875
3422.0,-53.766361236572266,-53.743282318115234,3.1646175384521484,9.444206237792969,0.19819991290569305,0.08612152189016342,0.293464685933697,-0.02307891845703125
747.0,-55.760738372802734,-55.762672424316406,3.2608859539031982,9.794177055358887,0.17820878326892853,0.07883138209581375,0.28076926843195243,0.001934051513671875
7544.0,-49.412078857421875,-49.53316116333008,2.8857674598693848,8.93842887878418,0.17283496260643005,0.08685960620641708,0.2947195382162796,0.12108230590820312
19525.0,-37.67361068725586,-37.67301559448242,2.177769422531128,7.5855841636657715,0.10984180867671967,0.08751464635133743,0.2958287449713726,-0.0005950927734375
10086.0,-46.402488708496094,-46.34257507324219,2.6140735149383545,8.879700660705566,0.09517776221036911,0.06797575205564499,0.26072159875170486,-0.05991363525390625
5938.0,-49.488651275634766,-49.511898040771484,2.8859941959381104,8.931000709533691,0.17237022519111633,0.08677995204925537,0.2945843716989334,0.02324676513671875
2003.0,-56.35646057128906,-56.20010757446289,3.2770590782165527,9.897595405578613,0.1679818034172058,0.07590190321207047,0.2755030003685449,-0.15635299682617188
19577.0,-39.02703094482422,-39.24143600463867,2.2386906147003174,7.93009614944458,0.09132806211709976,0.07672474533319473,0.27699231998955265,0.21440505981445312
17684.0,-39.78355026245117,-39.725276947021484,2.2626683712005615,7.976992607116699,0.09373529255390167,0.07705609500408173,0.27758979628956415,-0.0582733154296875
13664.0,-45.48366165161133,-45.67274475097656,2.5903053283691406,8.694725036621094,0.10808016359806061,0.07363782823085785,0.2713629087234618,0.18908309936523438
11584.0,-45.62778854370117,-45.689361572265625,2.593799591064453,8.68502426147461,0.11003042012453079,0.0742960199713707,0.2725729626565531,0.061573028564453125
18829.0,-42.959228515625,-42.96847915649414,2.3944175243377686,8.74716567993164,0.06055618077516556,0.05713574215769768,0.2390308393444195,0.009250640869140625
6435.0,-49.641510009765625,-49.75312042236328,2.8988912105560303,8.962434768676758,0.17310039699077606,0.0865984559059143,0.29427615585689965,0.11161041259765625
6428.0,-50.782470703125,-50.704341888427734,2.9330945014953613,9.154809951782227,0.1577034443616867,0.08119899034500122,0.28495436537277546,-0.07812881469726562
19010.0,-42.20254898071289,-42.26203155517578,2.3699893951416016,8.545265197753906,0.06934858858585358,0.062274228781461716,0.24954804904358943,0.059482574462890625
4428.0,-52.1816291809082,-52.27389144897461,3.1010260581970215,9.170344352722168,0.21928346157073975,0.09303150326013565,0.3050106608958704,0.09226226806640625
2210.0,-51.613258361816406,-51.51581954956055,3.0555567741394043,9.067622184753418,0.21809178590774536,0.0940592885017395,0.30669086797904416,-0.09743881225585938
14548.0,-46.429969787597656,-46.39884567260742,2.621633291244507,8.874567985534668,0.09706223756074905,0.06856868416070938,0.2618562280349837,-0.031124114990234375
13923.0,-45.318641662597656,-45.42160415649414,2.5822665691375732,8.64113998413086,0.1119023784995079,0.07530781626701355,0.2744226963409068,0.10296249389648438
