ids,target,mu,v,alpha,beta,var,SD,error
5208.0,-50.09463882446289,-50.16891098022461,1.1555486917495728,1.2839313745498657,0.011570255272090435,0.1877892166376114,0.43334653181675675,0.07427215576171875
7848.0,-51.44935989379883,-51.305301666259766,1.1558719873428345,1.2800596952438354,0.01052767038345337,0.18033747375011444,0.4246615990999356,-0.1440582275390625
18898.0,-42.71696853637695,-42.69504928588867,0.8880784511566162,1.473046064376831,0.007737545762211084,0.1357138752937317,0.3683936417661571,-0.02191925048828125
10882.0,-45.437198638916016,-45.36592483520508,0.9702408313751221,1.3749350309371948,0.010126405395567417,0.1668437272310257,0.408465086918118,-0.0712738037109375
15089.0,-39.25880813598633,-39.3413200378418,0.8959558010101318,1.4933850765228271,0.010980184189975262,0.15760445594787598,0.39699427697118755,0.08251190185546875
1149.0,-55.3685188293457,-55.50021743774414,1.253421664237976,1.1317551136016846,0.012855041772127151,0.2790001332759857,0.5282046320092108,0.1316986083984375
11364.0,-45.55746841430664,-45.501609802246094,0.9776238203048706,1.3795433044433594,0.00995976384729147,0.16383548080921173,0.40476595806615423,-0.055858612060546875
9353.0,-50.23106002807617,-50.08279037475586,1.1457312107086182,1.281802773475647,0.011557410471141338,0.18919788300991058,0.4349688299291233,-0.1482696533203125
13028.0,-45.24003982543945,-45.31577682495117,0.9704551696777344,1.372396469116211,0.010357910767197609,0.1692955642938614,0.41145542200080604,0.07573699951171875
11431.0,-42.089908599853516,-42.056156158447266,0.9231975674629211,1.396925926208496,0.013128743506968021,0.18928208947181702,0.435065615133875,-0.03375244140625
9441.0,-50.66865921020508,-50.63052749633789,1.1610440015792847,1.2836766242980957,0.011008127592504025,0.1828186959028244,0.427573029905798,-0.0381317138671875
5292.0,-51.07324981689453,-51.07389450073242,1.1528176069259644,1.2685842514038086,0.011031472124159336,0.18875400722026825,0.4344582916923882,0.000644683837890625
2073.0,-55.07817840576172,-55.17727279663086,1.2565160989761353,1.128236174583435,0.013547152280807495,0.289957731962204,0.5384772343954793,0.09909439086914062
12172.0,-47.000240325927734,-46.978668212890625,0.9786237478256226,1.3718962669372559,0.008446800522506237,0.1523446887731552,0.3903135774901447,-0.021572113037109375
5882.0,-51.256309509277344,-51.34183120727539,1.168747067451477,1.2718719244003296,0.010508560575544834,0.1818566471338272,0.42644653490657797,0.08552169799804688
14745.0,-44.6185302734375,-44.751800537109375,0.9734960198402405,1.371628761291504,0.010783731006085873,0.17264848947525024,0.4155099150143715,0.133270263671875
16583.0,-39.019920349121094,-38.76898193359375,0.8434839844703674,1.4754557609558105,0.012640828266739845,0.17753919959068298,0.4213540074458566,-0.25093841552734375
15156.0,-37.97883987426758,-37.98929977416992,0.8815563321113586,1.495241403579712,0.013184744864702225,0.17378102242946625,0.41687051038597855,0.01045989990234375
13207.0,-42.64210891723633,-42.5301399230957,0.9475370645523071,1.4241605997085571,0.012359458021819592,0.17536237835884094,0.41876291425917955,-0.111968994140625
4400.0,-56.57305908203125,-56.51910400390625,1.2770049571990967,1.1259543895721436,0.011957160197198391,0.2726534903049469,0.5221623217974913,-0.053955078125
122.0,-56.339839935302734,-56.305381774902344,1.2707805633544922,1.125107765197754,0.012452943250536919,0.27987146377563477,0.529028792955199,-0.034458160400390625
15375.0,-38.60300827026367,-38.620296478271484,0.8795377612113953,1.4867128133773804,0.011927476152777672,0.16692087054252625,0.4085595067337514,0.0172882080078125
7829.0,-52.27581024169922,-52.43619918823242,1.1676087379455566,1.2709815502166748,0.009488603100180626,0.1731739640235901,0.4161417595286372,0.16038894653320312
5564.0,-49.99612045288086,-49.96194839477539,1.1377116441726685,1.2833625078201294,0.011797538958489895,0.19129711389541626,0.43737525523904097,-0.03417205810546875
2576.0,-53.890769958496094,-53.95610046386719,1.2385947704315186,1.1483018398284912,0.013614891096949577,0.27225080132484436,0.5217765818095369,0.06533050537109375
6192.0,-50.89876174926758,-50.96421432495117,1.1613593101501465,1.2722359895706177,0.010837269946932793,0.18514154851436615,0.43028077869498904,0.06545257568359375
19289.0,-41.17034149169922,-41.18723678588867,0.8875188827514648,1.4833316802978516,0.009173034690320492,0.14623290300369263,0.38240410955387577,0.016895294189453125
12156.0,-47.003910064697266,-46.99571990966797,0.9889904856681824,1.3757072687149048,0.008466186001896858,0.1509464979171753,0.3885183366550095,-0.008190155029296875
187.0,-55.37636947631836,-55.533668518066406,1.2664490938186646,1.1263803243637085,0.013217803090810776,0.28737306594848633,0.5360718850569263,0.15729904174804688
15644.0,-38.26063919067383,-38.30944061279297,0.8761526942253113,1.5038009881973267,0.0126412995159626,0.1692296415567398,0.4113753049913665,0.048801422119140625
11805.0,-44.87453079223633,-45.0714225769043,0.9646224975585938,1.378409504890442,0.010499831289052963,0.1696021854877472,0.411827859047621,0.19689178466796875
